Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
377,KZ Okpala\okpalkz01,SF,20,MIA,5,0,26,5.6,9.4,0.6,0,1.9,0,5.6,7.5,0.75,1.9,3.8,0.5,1.9,7.5,9.4,1.9,3.8,1.9,1.9,3.8,13.2
378,Victor Oladipo\oladivi01,SG,27,IND,14,11,369,9.1,23.1,0.394,3,9.9,0.307,6.1,13.2,0.46,4.4,5.7,0.767,1.2,5.1,6.3,5.4,1.6,0.4,4.1,2.9,25.6
379,Kelly Olynyk\olynyke01,C,28,MIA,60,6,1113,7,14.4,0.485,3.7,8.4,0.44,3.3,6,0.547,3.1,3.6,0.854,1.7,9.9,11.6,4.4,1.7,0.8,2.9,6.5,20.7
380,Miye Oni\onimi01,SG,22,UTA,6,0,16,3,15.2,0.2,3,9.1,0.333,0,6.1,0,0,0,,3,9.1,12.2,0,3,3,3,0,9.1
381,Cedi Osman\osmande01,SF,24,CLE,65,65,1910,6.8,15.5,0.437,3.1,8.2,0.383,3.6,7.3,0.497,1.6,2.4,0.67,1,4.9,5.9,3.9,1.4,0.4,2.3,4.1,18.3
382,Kelly Oubre Jr.\oubreke01,SF,24,PHO,56,55,1933,9.1,20.2,0.452,2.6,7.5,0.352,6.5,12.7,0.511,4.7,6,0.78,1.6,7.2,8.8,2.1,1.7,1,2,4.7,25.6
383,Tariq Owens\owensta01,PF,24,PHO,3,0,15,3.2,15.8,0.2,0,6.3,0,3.2,9.5,0.333,6.3,6.3,1,6.3,3.2,9.5,0,3.2,0,0,3.2,12.6
384,Jeremy Pargo\pargoje01,PG,33,GSW,3,0,44,12,23.9,0.5,3.3,7.6,0.429,8.7,16.3,0.533,0,1.1,0,1.1,2.2,3.3,8.7,1.1,0,4.4,8.7,27.2
385,Jabari Parker\parkeja01,PF,24,TOT,33,23,852,10.9,21.8,0.499,1.7,6.3,0.267,9.2,15.5,0.594,3,4.1,0.743,3,7.7,10.7,3.3,2.3,0.8,3.3,5.1,26.5
385,Jabari Parker\parkeja01,PF,24,ATL,32,23,837,11,21.9,0.504,1.7,6.4,0.27,9.3,15.5,0.601,3,4,0.736,3,7.6,10.6,3.2,2.3,0.8,3.3,5.2,26.7
385,Jabari Parker\parkeja01,PF,24,SAC,1,0,15,3.2,19.5,0.167,0,3.2,0,3.2,16.2,0.2,6.5,6.5,1,0,13,13,6.5,0,0,0,3.2,13
386,Chandler Parsons\parsoch01,SF,31,ATL,5,0,54,4.3,15.5,0.278,3.5,12.1,0.286,0.9,3.5,0.25,0,0,,0.9,5.2,6,2.6,3.5,0.9,2.6,2.6,12.1
387,Eric Paschall\pascher01,PF,23,GSW,60,26,1654,9.2,18.5,0.497,1.1,3.7,0.287,8.1,14.8,0.55,4.7,6.1,0.774,2.4,5.6,8,3.7,0.9,0.4,2.7,3.6,24.2
388,Anžejs Pase??iks\pasecan01,C,24,WAS,24,0,405,6.5,12.2,0.528,0,0.2,0,6.5,12,0.538,3.7,6.2,0.593,4.5,6.9,11.4,2,0.9,1.4,2.5,7.5,16.6
389,Patrick Patterson\pattepa01,PF,30,LAC,53,18,651,5.7,14.2,0.403,4.1,10.7,0.385,1.6,3.5,0.458,2,2.5,0.794,2.2,7.1,9.3,2.5,0.4,0.2,1.3,3.3,17.5
390,Justin Patton\pattoju01,C,22,OKC,5,0,24,8.1,20.3,0.4,2,8.1,0.25,6.1,12.2,0.5,0,0,,2,8.1,10.1,4.1,0,0,4.1,8.1,18.3
391,Chris Paul\paulch01,PG,34,OKC,64,64,2030,9.6,19.6,0.491,2.4,6.7,0.364,7.2,12.9,0.558,5.5,6.1,0.901,0.5,7.1,7.6,10.4,2.4,0.2,3.4,3.4,27.2
392,Cameron Payne\payneca01,G,25,PHO,1,0,19,10,17.4,0.571,2.5,5,0.5,7.5,12.5,0.6,0,0,,0,7.5,7.5,5,5,2.5,2.5,0,22.4
393,Elfrid Payton\paytoel01,PG,25,NYK,45,36,1246,7.5,17.2,0.439,0.5,2.7,0.203,7,14.5,0.482,1.9,3.4,0.57,2,6.3,8.3,12.6,2.7,0.7,3.8,3.5,17.5
394,Gary Payton II\paytoga02,PG,27,WAS,29,17,432,5.2,12.5,0.414,1.4,5,0.283,3.8,7.6,0.5,0.4,0.9,0.5,2.8,5.8,8.6,5.2,3.6,0.8,2.2,5.8,12.2
395,Norvel Pelle\pelleno01,C,26,PHI,20,0,178,4.9,9.5,0.514,0,0,,4.9,9.5,0.514,1.6,3.3,0.5,4.4,12,16.4,1.9,0.3,6.8,3.5,10.6,11.5
396,Theo Pinson\pinsoth01,SG,24,BRK,33,0,365,5.8,20.1,0.29,1.9,10.4,0.188,3.9,9.7,0.4,1.9,2.1,0.938,1.3,5.7,7,7.3,2.2,0.5,4.3,4.5,15.6
397,Mason Plumlee\plumlma01,C,29,DEN,54,1,916,8.4,13.6,0.619,0,0.2,0,8.4,13.4,0.629,4,7.5,0.54,4.9,10.6,15.5,6.8,1.6,1.8,4,6.9,20.9
398,Jakob Poeltl\poeltja01,C,24,SAS,59,11,997,6.6,10.8,0.613,0,0,,6.6,10.8,0.613,1.8,3.7,0.487,5.2,10,15.2,5.1,1.5,4.1,2.2,4.8,15.1
399,Vincent Poirier\poirivi01,C,26,BOS,21,0,114,6.8,14,0.485,0.4,0.8,0.5,6.4,13.1,0.484,2.5,3,0.857,4.2,10.2,14.4,3,0.8,2.5,2.5,9.7,16.5
400,Shamorie Ponds\pondssh01,PG,21,TOR,4,0,11,13,21.7,0.6,4.3,8.7,0.5,8.7,13,0.667,8.7,8.7,1,0,4.3,4.3,8.7,0,4.3,0,8.7,39
401,Jordan Poole\poolejo01,SG,20,GSW,57,14,1274,6.3,18.9,0.333,2.8,10,0.279,3.5,8.9,0.392,3.6,4.5,0.798,0.3,4.1,4.4,5,1.3,0.4,2.8,3.5,18.9
402,Kevin Porter Jr.\porteke02,SF,19,CLE,50,3,1162,7.8,17.6,0.442,2.2,6.6,0.335,5.6,11,0.506,3.1,4.2,0.723,0.9,5.9,6.8,4.6,1.9,0.6,3.9,5.7,20.9
403,Michael Porter Jr.\portemi01,PF,21,DEN,49,2,695,10.3,21,0.49,3.2,7.8,0.409,7.1,13.2,0.538,2.4,3.1,0.773,3.8,10.4,14.2,2.7,1.4,1.4,2.7,5.7,26.2
404,Otto Porter\porteot01,SF,26,CHI,14,9,331,9,20.4,0.443,3.5,9,0.387,5.5,11.4,0.487,2.8,3.9,0.704,1.9,5.1,7,3.6,2.2,0.9,1.6,4.5,24.3
405,Bobby Portis\portibo01,C,24,NYK,66,5,1393,9.3,20.6,0.45,2.3,6.5,0.358,6.9,14.1,0.493,2.5,3.3,0.763,2.8,9,11.8,3.4,1.1,0.6,2.6,3.8,23.3
406,Kristaps Porzi??is\porzikr01,PF,24,DAL,52,52,1636,10.4,24.6,0.422,3.8,10.9,0.35,6.6,13.7,0.48,5.5,7.1,0.782,2.7,12.1,14.7,2.7,1.1,3.2,2.5,4.8,30.1
407,Dwight Powell\poweldw01,C,28,DAL,40,37,1061,6.7,10.4,0.638,0.5,1.8,0.256,6.2,8.7,0.716,3.4,5.1,0.667,3.4,6.9,10.3,2.7,1.5,1,1.6,4.6,17.1
408,Norman Powell\powelno01,SG,26,TOR,45,23,1293,9.7,19.5,0.496,3.5,8.9,0.392,6.2,10.6,0.583,4.1,4.9,0.841,0.8,5.1,5.9,2.9,2.1,0.6,2.4,3.5,26.9
409,Chasson Randle\randlch01,PG,26,GSW,3,0,40,0,4.8,0,0,2.4,0,0,2.4,0,6,7.2,0.833,0,2.4,2.4,6,2.4,0,0,3.6,6
410,Julius Randle\randlju01,PF,25,NYK,64,64,2080,10.8,23.5,0.46,1.5,5.4,0.277,9.3,18.1,0.515,6,8.2,0.733,3.5,11,14.6,4.6,1.2,0.5,4.5,4.2,29.2
411,Josh Reaves\reavejo02,SG,22,DAL,2,0,1,0,48.3,0,0,0,,0,48.3,0,0,0,,0,0,0,0,0,0,0,0,0
412,Cam Reddish\reddica01,SF,20,ATL,58,34,1551,6.4,16.6,0.384,2.5,7.5,0.332,3.9,9.1,0.428,3,3.8,0.802,1.1,5.4,6.5,2.6,1.9,0.8,2.9,4,18.3
413,J.J. Redick\redicjj01,SG,35,NOP,56,35,1468,8.2,18.2,0.449,5.1,11.2,0.451,3.1,7,0.446,4.9,5.4,0.907,0.3,4.2,4.5,3.5,0.6,0.3,2.2,2.8,26.4
414,Naz Reid\reidna01,C,20,MIN,30,11,495,9.4,22.8,0.412,3,9.1,0.33,6.4,13.7,0.466,3.5,5,0.698,3.2,8.4,11.6,3.3,1.8,2.1,2.1,7.8,25.2
415,Josh Richardson\richajo01,SG,26,PHI,49,47,1504,8,18.7,0.429,2.3,6.9,0.326,5.7,11.7,0.49,3.3,4.1,0.789,1.2,4,5.2,4.8,1.5,1.1,3,4,21.5
416,Austin Rivers\riverau01,SG,27,HOU,61,4,1422,6.1,14.4,0.423,2.7,7.7,0.356,3.3,6.7,0.5,2,3,0.67,0.8,3.9,4.7,3.2,1.4,0.3,1.1,3.7,16.9
417,Andre Roberson\roberan03,G-F,28,OKC,1,0,5,0,0,,0,0,,0,0,,0,0,,0,9.7,9.7,0,0,9.7,0,0,0
418,Duncan Robinson\robindu01,SF,25,MIA,66,61,1983,7.2,15.3,0.468,6.1,13.6,0.447,1.1,1.8,0.625,1.3,1.4,0.912,0.2,5.1,5.3,2.3,0.9,0.4,1.5,4.4,21.7
419,Glenn Robinson III\robingl02,SF,26,TOT,60,52,1743,7.7,15.9,0.486,2,5.3,0.387,5.7,10.6,0.535,2,2.3,0.867,2.1,5,7.2,2.6,1.5,0.4,1.5,2.7,19.5
419,Glenn Robinson III\robingl02,SF,26,GSW,48,48,1516,7.7,16,0.481,2.1,5.4,0.4,5.6,10.6,0.522,2,2.3,0.851,2.1,5.1,7.1,2.7,1.4,0.4,1.6,2.6,19.5
419,Glenn Robinson III\robingl02,SF,26,PHI,12,4,227,7.9,15.2,0.521,1.3,4.5,0.286,6.6,10.7,0.62,1.9,1.9,1,2.6,4.7,7.3,2.4,1.7,0.4,0.6,3.2,19
420,Jerome Robinson\robinje01,SG,22,TOT,56,4,780,4.9,13.5,0.364,2.1,6.6,0.318,2.8,6.9,0.409,1.3,1.9,0.688,0.5,5.9,6.4,4,1.4,0.8,2.2,5.2,13.3
420,Jerome Robinson\robinje01,SG,22,LAC,42,1,476,4.6,13.5,0.338,1.9,6.6,0.284,2.7,6.8,0.391,1.1,1.9,0.579,0.5,5.4,5.9,4.6,1.3,0.8,2.6,5.4,12.1
420,Jerome Robinson\robinje01,SG,22,WAS,14,3,304,5.5,13.7,0.404,2.5,6.6,0.372,3.1,7.1,0.435,1.7,2,0.846,0.6,6.6,7.2,3.1,1.5,0.9,1.5,4.8,15.2
421,Justin Robinson\robinju01,PG,22,WAS,9,0,49,4.8,11.4,0.417,2.9,4.8,0.6,1.9,6.7,0.286,0,0,,1,3.8,4.8,6.7,0,1,2.9,1.9,12.4
422,Mitchell Robinson\robinmi01,C,21,NYK,61,7,1412,8.7,11.8,0.742,0,0,,8.7,11.8,0.742,2.9,5.1,0.568,6.4,8.3,14.8,1.2,1.8,4.1,1.3,6.7,20.3
423,Isaiah Roby\robyis01,SF,21,OKC,3,0,11,0,4.4,0,0,0,,0,4.4,0,0,0,,0,8.9,8.9,0,0,0,4.4,4.4,0
424,Rajon Rondo\rondora01,PG,33,LAL,48,3,984,6.6,15.9,0.418,2,6,0.328,4.6,9.8,0.473,1.3,2,0.659,1.1,5.8,6.9,11.6,1.9,0.1,4.4,2.8,16.5
425,Derrick Rose\rosede01,PG,31,DET,50,15,1298,14,28.5,0.49,1.7,5.6,0.306,12.3,23,0.535,4.6,5.3,0.871,1,3.6,4.6,10.5,1.5,0.6,4.8,1.9,34.3
426,Terrence Ross\rosste01,SG,28,ORL,64,0,1746,8.9,21.9,0.406,4.6,12.8,0.354,4.4,9.1,0.48,3.8,4.5,0.846,0.4,5.4,5.8,2.1,2,0.6,1.7,2.7,26.2
427,Terry Rozier\roziete01,PG,25,CHO,63,63,2164,9.2,21.8,0.423,4,9.8,0.407,5.2,12,0.436,3.8,4.4,0.874,1.2,5.2,6.4,6,1.4,0.2,3.3,2.9,26.3
428,Ricky Rubio\rubiori01,PG,29,PHO,58,58,1831,6.6,16,0.413,1.7,4.9,0.351,4.9,11,0.44,4.7,5.5,0.858,1.1,5.8,6.9,13.3,2.4,0.2,4.1,3.8,19.6
429,D'Angelo Russell\russeda01,PG,23,TOT,45,45,1452,11.8,27.7,0.426,5.2,14.1,0.367,6.6,13.6,0.487,5.3,6.5,0.809,0.6,5.2,5.8,9.3,1.6,0.4,4.8,2.8,34
429,D'Angelo Russell\russeda01,PG,23,GSW,33,33,1060,12.3,28.7,0.43,5.4,14.5,0.374,6.9,14.2,0.487,5.1,6.5,0.785,0.6,4.9,5.5,9.3,1.4,0.4,4.6,2.9,35.2
429,D'Angelo Russell\russeda01,PG,23,MIN,12,12,392,10.3,25,0.412,4.5,13,0.345,5.8,12,0.485,5.7,6.5,0.873,0.4,6.2,6.5,9.4,2,0.5,5.4,2.6,30.8
430,Domantas Sabonis\sabondo01,C,23,IND,62,62,2159,10.3,19.1,0.54,0.4,1.5,0.254,9.9,17.6,0.565,4.8,6.7,0.723,4.3,13.1,17.4,7,1.1,0.7,3.8,4.4,25.9
431,Luka Šamani?\samanlu01,PF,20,SAS,1,0,12,0,16,0,0,8,0,0,8,0,0,0,,0,8,8,12,0,0,0,0,0
432,JaKarr Sampson\sampsja02,SF,26,IND,27,10,360,6.8,11.8,0.575,0.3,1.8,0.154,6.5,10,0.649,1.5,2.7,0.55,2.3,6.5,8.8,1.5,1.4,1.2,1.2,6.4,15.3
433,Dario Šari?\saricda01,PF,25,PHO,59,50,1469,7.1,15.3,0.464,2.4,7,0.346,4.7,8.3,0.564,2.7,3.3,0.842,2.9,8.4,11.3,3.6,1.1,0.5,2.4,4.4,19.4
434,Tomáš Satoranský\satorto01,PG,28,CHI,65,64,1878,6.1,14.1,0.43,1.6,5.1,0.322,4.4,9,0.491,2.7,3.1,0.876,1.9,4.6,6.5,9.1,2.1,0.2,3.3,3.5,16.5
435,Admiral Schofield\schofad01,SF,22,WAS,28,2,298,4.7,12.1,0.39,2.2,7.5,0.292,2.5,4.5,0.552,1.4,2,0.692,0.9,4.7,5.6,2.2,1.3,0.5,1.1,6.7,13
436,Dennis Schröder\schrode01,PG,26,OKC,64,1,1973,11,23.5,0.469,3,7.9,0.379,8,15.6,0.515,4.8,5.8,0.838,0.5,5.3,5.8,6.4,1.1,0.3,4,3.5,29.9
437,Mike Scott\scottmi01,PF,31,PHI,63,10,1119,5.6,13.8,0.408,3.2,8.9,0.358,2.5,5,0.496,1.1,1.3,0.833,2.5,7.2,9.8,2.1,0.8,0.2,1,3.7,15.5
438,Thabo Sefolosha\sefolth01,PF,35,HOU,41,0,436,3.9,9.7,0.407,1.6,5.7,0.278,2.3,3.9,0.595,0.3,0.9,0.375,2.2,7.7,9.9,2.7,2.6,1.3,1.6,4.6,9.8
439,Collin Sexton\sextoco01,SG,21,CLE,65,65,2143,11.6,24.7,0.472,2.2,5.8,0.38,9.4,18.9,0.501,5.1,6.1,0.846,1.4,3.2,4.6,4.4,1.5,0.2,3.6,3.2,30.6
440,Landry Shamet\shamela01,SG,22,LAC,49,27,1341,5.2,12.8,0.409,3.8,9.8,0.385,1.5,3,0.488,2.1,2.4,0.882,0.2,3.1,3.3,3.1,0.7,0.3,1.4,4.7,16.3
441,Marial Shayok\shayoma01,SG,24,PHI,2,0,10,4.9,24.3,0.2,4.9,14.6,0.333,0,9.7,0,0,0,,0,14.6,14.6,4.9,0,0,4.9,0,14.6
442,Iman Shumpert\shumpim01,SG,29,BRK,13,0,241,4.1,12.6,0.328,1.6,6.5,0.242,2.6,6.1,0.419,0.8,1.4,0.571,1.8,4.9,6.7,2.4,2.4,0.4,2,4.1,10.6
443,Pascal Siakam\siakapa01,PF,25,TOR,54,54,1919,11.5,25.3,0.456,2.9,8.1,0.361,8.6,17.2,0.501,5.5,6.9,0.802,1.5,8.7,10.1,4.8,1.4,1.3,3.3,3.8,31.5
444,Chris Silva\silvach01,PF,23,MIA,41,0,307,6.9,11,0.623,0,0.3,0,6.9,10.7,0.642,5.4,7.8,0.694,8.6,8.8,17.4,3.3,1.4,2.9,4.9,12.7,19.1
445,Ben Simmons\simmobe01,PG,23,PHI,55,55,1969,9.1,15.6,0.585,0,0.1,0.333,9.1,15.4,0.587,4.5,7.2,0.624,2.8,8,10.8,11,2.9,0.8,4.8,4.4,22.7
446,Anfernee Simons\simonan01,SG,20,POR,65,4,1400,7.2,17.9,0.402,2.5,7.5,0.338,4.7,10.4,0.448,2.6,3.1,0.826,0.9,4.2,5,3.2,0.9,0.3,2.1,4.5,19.5
447,Alen Smailagi?\smailal01,PF,19,GSW,14,0,139,6.9,13.8,0.5,1,4.5,0.231,5.9,9.3,0.63,5.5,6.5,0.842,3.4,5.9,9.3,4.5,1,1.4,3.8,4.8,20.3
448,Marcus Smart\smartma01,SG,25,BOS,54,39,1753,6.8,17.7,0.384,3.6,10.3,0.35,3.2,7.4,0.431,3.1,3.7,0.83,1.1,4.6,5.7,7.1,2.4,0.7,2.6,3.9,20.3
449,Dennis Smith Jr.\smithde03,PG,22,NYK,34,3,537,6.5,19.1,0.341,1.5,4.9,0.296,5.1,14.2,0.357,2.4,4.8,0.509,1.9,5.2,7.1,8.9,2.5,0.7,5.3,5.9,17
450,Ish Smith\smithis01,PG,31,WAS,61,19,1596,7.9,17.5,0.451,1.6,4.4,0.368,6.3,13.1,0.479,1.4,2,0.686,0.8,4.8,5.6,8.5,1.5,0.7,2.3,2.5,18.8
451,J.R. Smith\smithjr01,SG,34,LAL,2,0,16,0,5.9,0,0,3,0,0,3,0,0,0,,0,3,3,0,3,0,3,8.9,0
452,Zhaire Smith\smithzh01,SG,20,PHI,7,0,32,4.6,16.7,0.273,0,4.6,0,4.6,12.1,0.375,3,6.1,0.5,0,3,3,3,4.6,0,3,6.1,12.1
453,Tony Snell\snellto01,SF,28,DET,59,57,1641,5.1,11.5,0.445,3.1,7.6,0.402,2,3.8,0.531,1,1,1,0.3,3.1,3.3,3.8,1,0.4,0.9,3,14.2
454,Omari Spellman\spellom01,PF,22,GSW,49,3,886,6.9,15.9,0.431,2.3,5.9,0.391,4.5,10,0.454,3.9,5,0.793,4.2,7.7,11.8,2.5,1.8,1.3,2.9,3.4,20
455,Max Strus\strusma01,SG,23,CHI,2,0,6,16.1,24.1,0.667,0,8,0,16.1,16.1,1,8,8,1,8,0,8,0,0,0,0,8,40.1
456,Edmond Sumner\sumneed01,PG,24,IND,26,2,358,6.4,15.4,0.416,1.4,5.4,0.25,5,9.9,0.507,1.5,2.3,0.647,1.4,3.7,5,5.3,2,1.1,2.6,4.9,15.6
457,Caleb Swanigan\swanica01,PF,22,TOT,27,1,288,4.6,7.8,0.596,0,0.3,0,4.6,7.5,0.622,1.5,2.8,0.529,4.5,12.1,16.6,5.1,0.5,1.2,6.1,10.3,10.8
457,Caleb Swanigan\swanica01,PF,22,SAC,7,0,23,4.2,8.5,0.5,0,0,,4.2,8.5,0.5,2.1,4.2,0.5,4.2,10.6,14.8,4.2,2.1,4.2,12.7,16.9,10.6
457,Caleb Swanigan\swanica01,PF,22,POR,20,1,265,4.7,7.7,0.605,0,0.4,0,4.7,7.4,0.634,1.4,2.7,0.533,4.5,12.2,16.7,5.2,0.4,0.9,5.6,9.7,10.8
458,Jayson Tatum\tatumja01,PF,21,BOS,60,60,2076,11.7,26.3,0.443,3.9,9.9,0.394,7.8,16.5,0.472,5.3,6.5,0.804,1.4,8.5,9.9,4.1,2,1.3,3.1,2.9,32.5
459,Jeff Teague\teaguje01,PG,31,TOT,59,17,1464,6.8,15.5,0.436,1.4,3.7,0.368,5.4,11.8,0.457,5.5,6.3,0.873,0.9,3.7,4.5,9.8,1.4,0.6,3.7,3.4,20.4
459,Jeff Teague\teaguje01,PG,31,MIN,34,13,945,7.1,15.9,0.448,1.6,4.3,0.379,5.5,11.6,0.473,6.1,7.1,0.868,0.7,3.6,4.3,10.2,1.2,0.6,3.7,3.4,22
459,Jeff Teague\teaguje01,PG,31,ATL,25,4,519,6.1,14.8,0.412,0.9,2.7,0.333,5.2,12.1,0.43,4.2,4.8,0.887,1.1,3.8,4.8,9,1.7,0.5,3.6,3.2,17.3
460,Garrett Temple\templga01,SG,33,BRK,56,31,1571,6,16,0.376,3.4,10.5,0.325,2.6,5.5,0.475,1.7,2.2,0.767,0.8,5,5.8,4.3,1.3,0.8,1.8,2.9,17.1
461,Daniel Theis\theisda01,C,27,BOS,59,58,1414,7.6,13.5,0.559,1,3,0.322,6.6,10.5,0.627,2.8,3.7,0.759,4.6,8.8,13.4,3.3,1.2,2.6,1.7,7,18.9
462,Isaiah Thomas\thomais02,PG,30,WAS,40,37,925,8.8,21.5,0.408,3.9,9.5,0.413,4.8,12,0.405,3.1,3.8,0.816,0.6,2.9,3.4,7.4,0.7,0.3,3.9,3.9,24.6
463,Khyri Thomas\thomakh01,SG,23,DET,8,0,61,4,13.7,0.294,4,11.3,0.357,0,2.4,0,1.6,3.2,0.5,0.8,0,0.8,2.4,2.4,0,2.4,7.3,13.7
464,Lance Thomas\thomala01,F,31,BRK,1,1,18,5.3,10.5,0.5,2.6,5.3,0.5,2.6,5.3,0.5,2.6,2.6,1,0,5.3,5.3,2.6,0,0,2.6,7.9,15.8
465,Matt Thomas\thomama02,SG,25,TOR,34,0,326,7.9,16.5,0.478,5.1,11.1,0.461,2.8,5.4,0.514,1,1.5,0.7,1,6.3,7.3,2.5,1.2,0,1.8,4.7,21.9
466,Tristan Thompson\thomptr01,C,28,CLE,57,51,1721,8.1,15.9,0.512,0.3,0.7,0.391,7.9,15.2,0.518,2.8,4.6,0.615,6.4,9.9,16.3,3.4,0.9,1.4,2.9,3.5,19.3
467,Matisse Thybulle\thybuma01,SG,22,PHI,58,13,1121,4.2,10.2,0.411,2.2,6.2,0.357,2,4,0.495,1.1,1.8,0.61,1.6,2.2,3.8,3,3.5,1.7,1.9,5.4,11.7
468,Anthony Tolliver\tollian01,PF,34,TOT,48,9,747,3.5,10.1,0.348,2.5,7.9,0.323,1,2.2,0.441,1.2,1.7,0.704,1.9,6.6,8.5,2.2,1,0.7,1.9,4.1,10.8
468,Anthony Tolliver\tollian01,PF,34,POR,33,9,554,3.7,10.1,0.368,2.6,7.7,0.337,1.1,2.4,0.464,1.1,1.6,0.684,2.3,7.1,9.5,2.5,0.7,0.8,1.8,4.6,11.1
468,Anthony Tolliver\tollian01,PF,34,SAC,9,0,82,1.8,10.1,0.176,1.2,8.9,0.133,0.6,1.2,0.5,0.6,1.2,0.5,1.2,5.3,6.5,1.8,2.4,0.6,2.4,3.6,5.3
468,Anthony Tolliver\tollian01,PF,34,MEM,6,0,111,3.8,10.1,0.375,3.4,8.4,0.4,0.4,1.7,0.25,2.1,2.5,0.833,0.4,5,5.5,1.3,1.3,0.4,2.1,2.1,13
469,Juan Toscano-Anderson\toscaju01,SF,26,GSW,13,6,272,5.1,11.1,0.46,1.4,4,0.348,3.7,7,0.525,0.5,0.9,0.6,1.6,7.6,9.1,4.6,2.3,0.9,2.8,5.3,12.1
470,Karl-Anthony Towns\townska01,C,24,MIN,35,35,1187,12.4,24.3,0.508,4.5,10.8,0.412,7.9,13.5,0.586,7,8.8,0.796,3.7,11.1,14.8,6,1.3,1.6,4.3,4.6,36.2
471,Gary Trent Jr.\trentga02,SG,21,POR,54,8,1086,6.8,15.7,0.43,3.6,9,0.398,3.2,6.7,0.474,1.4,1.8,0.805,0.9,3,3.9,2.3,1.7,0.6,0.8,3.2,18.6
472,Allonzo Trier\trieral01,PG,24,NYK,24,1,291,8.5,17.7,0.481,3.2,8.9,0.358,5.4,8.9,0.604,5.7,7.2,0.791,1,3.8,4.9,4.7,0.5,0.7,3.7,4.9,25.9
473,P.J. Tucker\tuckepj01,PF,34,HOU,65,65,2242,3.4,7.8,0.435,2,5.4,0.373,1.4,2.4,0.573,0.8,1,0.826,2.1,7.1,9.2,2.2,1.5,0.7,1.4,4.4,9.6
474,Rayjon Tucker\tuckera01,SG,22,UTA,15,0,84,5.2,11.6,0.45,0,3.5,0,5.2,8.1,0.643,1.7,2.9,0.6,1.2,6.4,7.5,1.2,0.6,0,2.3,4.1,12.2
475,Evan Turner\turneev01,PG,31,ATL,19,0,251,4.6,12.4,0.373,0,0.9,0,4.6,11.5,0.403,2.2,2.6,0.857,1.5,5.6,7.1,7.1,1.7,1.5,4.8,3.7,11.5
476,Myles Turner\turnemy01,C,23,IND,56,56,1648,7,15.4,0.454,2.3,6.8,0.339,4.7,8.6,0.545,3.2,4.3,0.75,2.1,8.6,10.7,1.8,1.2,3.6,2,4.3,19.5
477,Jarrod Uthoff\uthofja01,SF,26,MEM,4,0,14,3.3,23.4,0.143,0,13.3,0,3.3,10,0.333,6.7,6.7,1,3.3,0,3.3,0,3.3,0,0,3.3,13.3
478,Jonas Valan?i?nas\valanjo01,C,27,MEM,63,63,1645,11,18.8,0.589,0.9,2.3,0.375,10.2,16.5,0.618,3.7,5,0.739,5.4,14.5,19.9,3.1,0.7,2,3.1,4.7,26.6
479,Denzel Valentine\valende01,SF,26,CHI,36,5,488,9.6,23.4,0.409,4.5,13.5,0.336,5,9.9,0.51,0.6,0.8,0.75,0.9,6.4,7.3,4.2,2.6,0.6,2.6,5,24.3
480,Jarred Vanderbilt\vandeja01,SF-PF,20,TOT,11,0,46,5.3,8.5,0.625,0,1.1,0,5.3,7.5,0.714,2.1,2.1,1,3.2,6.4,9.6,2.1,3.2,1.1,7.5,6.4,12.8
480,Jarred Vanderbilt\vandeja01,SF,20,DEN,9,0,41,6,8.4,0.714,0,0,,6,8.4,0.714,0,0,,3.6,6,9.6,2.4,3.6,1.2,8.4,7.2,12
480,Jarred Vanderbilt\vandeja01,PF,20,MIN,2,0,5,0,9.3,0,0,9.3,0,0,0,,18.6,18.6,1,0,9.3,9.3,0,0,0,0,0,18.6
481,Fred VanVleet\vanvlfr01,PG,25,TOR,49,49,1759,7.9,19.3,0.41,3.6,9.4,0.388,4.3,10,0.431,3.8,4.5,0.843,0.5,4.5,5,8.9,2.5,0.4,3.1,3.3,23.3
482,Gabe Vincent\vincega01,PG,23,MIA,6,0,42,4.7,22.1,0.211,4.7,18.6,0.25,0,3.5,0,0,0,,0,3.5,3.5,3.5,1.2,0,0,2.3,14
483,Noah Vonleh\vonleno01,C-PF,24,TOT,34,1,367,6.5,11.4,0.567,0.4,1.9,0.2,6.1,9.5,0.64,3,3.8,0.8,4.7,11,15.7,3.4,1.4,0.8,2.7,4.8,16.4
483,Noah Vonleh\vonleno01,C,24,MIN,29,1,347,6.3,11.5,0.547,0.3,1.9,0.143,6,9.6,0.625,3.1,3.7,0.821,4.5,11,15.5,3.5,1.5,0.8,2.5,4.8,15.9
483,Noah Vonleh\vonleno01,PF,24,DEN,5,0,20,9.9,9.9,1,2.5,2.5,1,7.4,7.4,1,2.5,4.9,0.5,7.4,12.3,19.7,2.5,0,0,4.9,4.9,24.7
484,Nikola Vu?evi?\vucevni01,C,29,ORL,55,55,1790,11.9,25.1,0.473,2.3,6.9,0.328,9.6,18.2,0.528,3.2,4.1,0.788,3.5,12.9,16.4,5.6,1.3,1.3,2.2,3.4,29.3
485,Dean Wade\wadede01,PF,23,CLE,12,0,71,6.2,8.9,0.692,1.4,2.7,0.5,4.8,6.2,0.778,0,0.7,0,2.1,11,13,1.4,1.4,2.7,2.1,5.5,13.7
