Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
286,Furkan Korkmaz\korkmfu01,SG,21,PHI,48,7,679,6.8,17,0.4,3.3,10,0.326,3.5,7,0.505,2.5,3.1,0.818,1.1,6.3,7.4,3.6,2,0.1,1.7,4.3,19.4
287,Luke Kornet\kornelu01,PF,23,NYK,46,18,784,6.6,17.4,0.378,4.3,11.9,0.363,2.3,5.5,0.411,2.3,2.8,0.826,1.7,6.6,8.3,3.3,1.7,2.6,1.5,2.5,19.8
288,Kyle Korver\korveky01,SG-PF,37,TOT,70,0,1334,7.3,17.4,0.416,5,12.6,0.397,2.3,4.9,0.467,2.2,2.6,0.822,0.3,5.5,5.9,2.9,0.9,0.4,2.1,3.8,21.7
288,Kyle Korver\korveky01,PF,37,CLE,16,0,251,6.9,15,0.461,4.9,10.7,0.463,2,4.4,0.455,2.6,3.2,0.813,0,5.7,5.7,3.4,0.6,0.4,3.4,4.4,21.4
288,Kyle Korver\korveky01,SG,37,UTA,54,0,1083,7.3,18,0.408,5,13,0.384,2.3,5,0.469,2.1,2.5,0.825,0.4,5.5,5.9,2.8,1,0.4,1.9,3.7,21.7
289,Kosta Koufos\koufoko01,C,29,SAC,42,1,502,6.8,14.2,0.477,0,0,,6.8,14.2,0.477,0.9,2.2,0.417,4.8,11.6,16.4,3.3,1.4,1.7,2.5,6.3,14.5
290,Rodions Kurucs\kurucro01,SF,20,BRK,63,46,1294,7.4,16.5,0.45,2.1,6.8,0.315,5.3,9.7,0.543,2.6,3.4,0.783,2.1,7,9,1.9,1.5,0.9,2.8,5.4,19.6
291,Kyle Kuzma\kuzmaky01,PF,23,LAL,70,68,2314,10,21.9,0.456,2.6,8.5,0.303,7.4,13.4,0.553,3.8,5,0.752,1.2,6.5,7.7,3.6,0.8,0.5,2.7,3.4,26.3
292,Skal Labissière\labissk01,PF,22,TOT,22,1,176,7,13.1,0.531,1.6,3.5,0.462,5.4,9.7,0.556,2.4,4.6,0.529,2.4,9.1,11.5,3,1.3,1.6,3,7.8,18
292,Skal Labissière\labissk01,PF,22,SAC,13,0,113,5.4,12.4,0.433,1.6,4.5,0.364,3.7,7.8,0.474,2.5,4.5,0.545,1.6,8.2,9.9,2.5,0.8,1.2,2.9,8.6,14.8
292,Skal Labissière\labissk01,PF,22,POR,9,1,63,10,14.6,0.684,1.5,1.5,1,8.5,13.1,0.647,2.3,4.6,0.5,3.8,10.8,14.6,3.8,2.3,2.3,3.1,6.2,23.8
293,Jeremy Lamb\lambje01,SG,26,CHO,79,55,2250,9.3,21.2,0.44,2.5,7.1,0.348,6.8,14,0.487,5,5.6,0.888,1.4,8,9.4,3.7,1.9,0.7,1.7,3,26.1
294,Zach LaVine\lavinza01,SG,23,CHI,63,62,2171,11.8,25.4,0.467,2.7,7.2,0.374,9.2,18.2,0.504,7,8.4,0.832,0.9,5.7,6.6,6.3,1.3,0.6,4.8,3.1,33.3
295,Jake Layman\laymaja01,SF,24,POR,71,33,1327,7.9,15.5,0.509,2.2,6.6,0.326,5.7,8.9,0.646,1.8,2.6,0.704,2,5.9,7.9,1.9,1.1,1.1,1.7,4.2,19.7
296,T.J. Leaf\leaftj01,PF,21,IND,58,1,522,9.3,17.1,0.541,0.7,2.9,0.258,8.5,14.2,0.599,1.8,2.9,0.613,4,7.7,11.7,2.2,0.8,1.8,1.1,3.3,21.1
297,Courtney Lee\leeco01,SG,33,TOT,34,6,428,6,14.6,0.411,1.8,6.2,0.291,4.2,8.4,0.5,1.6,2.4,0.667,1,5.1,6.1,4.2,2.4,0.3,1.6,3.6,15.4
297,Courtney Lee\leeco01,SG,33,NYK,12,2,160,6.3,14.2,0.447,1.5,4.8,0.313,4.8,9.3,0.516,2.7,4.2,0.643,1.8,6.3,8.1,4.8,2.4,0.6,1.5,3.9,16.9
297,Courtney Lee\leeco01,SG,33,DAL,22,4,268,5.8,14.8,0.39,2,7.1,0.282,3.8,7.8,0.488,0.9,1.3,0.714,0.5,4.3,4.9,3.8,2.4,0.2,1.6,3.4,14.5
298,Damion Lee\leeda03,SG,26,GSW,32,0,375,7.1,16.1,0.441,3.4,8.6,0.397,3.7,7.5,0.492,2.4,2.8,0.864,1,7.1,8.1,1.6,1.6,0,1.4,3.6,20
299,Walt Lemon Jr.\lemonwa01,PG,26,CHI,6,3,167,11,25.3,0.437,0.6,1.5,0.4,10.5,23.8,0.439,2.3,3.2,0.727,1.2,6.7,7.8,8.7,3.2,0.3,2.9,4.1,25
300,Alex Len\lenal01,C,25,ATL,77,31,1544,9.6,19.4,0.494,2.2,6.1,0.363,7.4,13.3,0.554,4.2,6.5,0.648,4.7,8,12.7,2.6,0.8,2.1,2.9,6,25.6
301,Kawhi Leonard\leonaka01,SF,27,TOR,60,60,2040,13.2,26.5,0.496,2.6,7.1,0.371,10.5,19.4,0.542,8.6,10,0.854,1.8,8.5,10.3,4.7,2.5,0.6,2.8,2,37.5
302,Meyers Leonard\leoname01,C,26,POR,61,2,878,7.3,13.3,0.545,2.8,6.1,0.45,4.5,7.2,0.626,2.4,2.8,0.843,2.7,10.1,12.9,4.1,0.7,0.5,2.4,5.8,19.7
303,Jon Leuer\leuerjo01,PF,29,DET,41,1,402,8.1,13.9,0.584,0.1,1.3,0.091,8,12.5,0.637,2.8,3.8,0.742,3.3,8.6,11.9,1.7,1.5,0.5,2.8,7.4,19.1
304,Caris LeVert\leverca01,SF,24,BRK,40,25,1063,9.3,21.6,0.429,2.1,6.9,0.312,7.1,14.7,0.483,3.8,5.5,0.691,1.6,5.2,6.8,7,1.9,0.6,3.1,3.4,24.5
305,Damian Lillard\lillada01,PG,28,POR,80,80,2838,11.6,26.2,0.444,4,11,0.369,7.6,15.2,0.499,8,8.8,0.912,1.2,5.2,6.3,9.4,1.5,0.6,3.6,2.5,35.3
306,Jeremy Lin\linje01,PG,30,TOT,74,4,1436,7.7,17.6,0.44,1.8,6.1,0.294,6,11.5,0.517,5.7,6.8,0.838,0.7,5.1,5.8,7.5,1.5,0.4,4,4.7,23
306,Jeremy Lin\linje01,PG,30,ATL,51,1,1003,8.3,17.8,0.466,2,6.1,0.333,6.3,11.7,0.535,6.5,7.7,0.845,0.7,4.7,5.5,8.3,1.8,0.3,4.5,4.4,25.2
306,Jeremy Lin\linje01,PG,30,TOR,23,3,433,6.4,17.2,0.374,1.2,6.1,0.2,5.2,11.1,0.47,3.8,4.6,0.81,0.7,6,6.6,5.5,1,0.7,2.9,5.3,17.8
307,Shaun Livingston\livinsh01,PG,33,GSW,64,0,967,5.4,10.3,0.519,0,0.1,0,5.4,10.2,0.524,2,2.5,0.784,2.1,3.7,5.8,5.6,1.5,1.3,1.9,3.6,12.7
308,Zach Lofton\loftoza01,SG,26,DET,1,0,4,0,12.3,0,0,12.3,0,0,0,,0,0,,0,0,0,0,12.3,0,12.3,0,0
309,Kevon Looney\looneke01,C,22,GSW,80,24,1481,7,11.1,0.625,0,0.3,0.1,6.9,10.8,0.641,2.1,3.4,0.619,6.2,7.2,13.4,4,1.5,1.7,1.6,6.8,16.1
310,Brook Lopez\lopezbr01,C,30,MIL,81,81,2322,7.1,15.7,0.452,3.7,10.2,0.365,3.4,5.5,0.613,2.2,2.7,0.842,0.7,7.3,7.9,2,1,3.6,1.6,3.8,20.2
311,Robin Lopez\lopezro01,C,30,CHI,74,36,1606,9.2,16.2,0.568,0.2,0.9,0.226,9,15.2,0.589,2.7,3.7,0.724,4.2,4.4,8.6,2.7,0.3,2.4,2.9,3.7,21.3
312,Kevin Love\loveke01,PF,30,CLE,22,21,598,9.1,23.5,0.385,4.4,12.2,0.361,4.7,11.3,0.412,8.6,9.5,0.904,2.7,17.1,19.9,4,0.5,0.4,3.5,4.5,31.1
313,Kyle Lowry\lowryky01,PG,32,TOR,65,65,2213,6.6,16,0.411,3.4,9.8,0.347,3.2,6.2,0.514,3.5,4.2,0.83,0.9,5.9,6.8,12.2,2,0.7,3.9,3.6,20.1
314,Jordan Loyd\loydjo01,PG,25,TOR,12,0,55,7,15.7,0.444,3.5,7,0.5,3.5,8.7,0.4,7.8,9.6,0.818,0.9,7,7.8,5.2,0,0,1.7,4.4,25.3
315,Kalin Lucas\lucaska01,PG,29,DET,1,0,6,0,8.2,0,0,8.2,0,0,0,,16.4,16.4,1,0,24.6,24.6,8.2,0,0,0,8.2,16.4
316,Timothé Luwawu-Cabarrot\luwawti01,SF,23,TOT,50,7,669,5.9,15.7,0.376,2.6,8.3,0.31,3.3,7.3,0.451,2.2,3,0.756,0.8,6.2,7,1.9,1.4,0.6,1.5,5.3,16.6
316,Timothé Luwawu-Cabarrot\luwawti01,SF,23,OKC,21,1,123,4.9,16.3,0.302,1.9,8.3,0.227,3,8,0.381,1.5,2.3,0.667,1.5,5.3,6.8,1.5,1.5,0.4,1.9,5.3,13.3
316,Timothé Luwawu-Cabarrot\luwawti01,SF,23,CHI,29,6,546,6.1,15.5,0.394,2.8,8.3,0.33,3.4,7.2,0.469,2.4,3.1,0.771,0.6,6.4,7,2,1.3,0.6,1.4,5.2,17.4
317,Tyler Lydon\lydonty01,PF,22,DEN,25,0,94,4.7,9.4,0.5,2.1,5.2,0.4,2.6,4.2,0.625,0.5,1.6,0.333,3.7,5.7,9.4,3.1,1,0,2.1,5.2,12
318,Trey Lyles\lylestr01,PF,23,DEN,64,2,1120,9.1,21.7,0.418,2.2,8.8,0.255,6.8,12.9,0.529,3.6,5.1,0.698,1.9,8.9,10.8,3.8,1.3,1,3,4.1,23.9
319,Scott Machado\machasc01,PG,28,LAL,4,0,19,9.8,14.7,0.667,2.4,2.4,1,7.3,12.2,0.6,2.4,2.4,1,0,0,0,7.3,2.4,0,0,4.9,24.5
320,Shelvin Mack\macksh01,PG,28,TOT,57,3,1246,6.5,16.1,0.404,1.8,5.2,0.354,4.7,10.9,0.429,2.3,3.3,0.69,0.7,3.4,4.1,7.3,1.9,0.2,2.6,3.3,17.1
320,Shelvin Mack\macksh01,PG,28,MEM,53,3,1204,6.6,16.1,0.414,1.9,5.3,0.359,4.7,10.8,0.441,2.2,3.1,0.707,0.7,3.5,4.2,7.5,1.9,0.2,2.6,3.3,17.4
320,Shelvin Mack\macksh01,PG,28,CHO,4,0,42,2.3,16.2,0.143,0,2.3,0,2.3,13.9,0.167,5.8,10.4,0.556,0,2.3,2.3,1.2,2.3,0,4.6,3.5,10.4
321,Daryl Macon\maconda01,SG,23,DAL,8,0,90,5.4,14.6,0.37,2.7,5.9,0.455,2.7,8.6,0.313,2.2,3.8,0.571,1.1,5.4,6.5,3.8,0.5,0,3.2,4.3,15.6
322,J.P. Macura\macurjp01,SG,23,CHO,2,0,17,8.6,25.7,0.333,0,11.4,0,8.6,14.3,0.6,0,0,,0,8.6,8.6,5.7,0,0,0,0,17.2
323,Ian Mahinmi\mahinia01,C,32,WAS,34,6,498,4.5,9.9,0.452,0.3,1.5,0.188,4.2,8.4,0.5,4,5.8,0.689,4.6,7.6,12.2,2.4,2.4,1.5,2,8,13.2
324,Thon Maker\makerth01,C-PF,21,TOT,64,5,972,5.4,13.3,0.407,2.4,7.6,0.32,3,5.7,0.522,2.8,4.2,0.667,2,8,10,2.2,1,2.5,1.6,5.2,16
324,Thon Maker\makerth01,C,21,MIL,35,0,409,6.7,15.2,0.44,3,8.9,0.333,3.7,6.4,0.589,2.3,4.2,0.541,1.9,9,10.9,2,1.1,2,1,6.2,18.6
324,Thon Maker\makerth01,PF,21,DET,29,5,563,4.4,11.7,0.373,2,6.6,0.307,2.4,5.2,0.458,3.2,4.1,0.766,2.1,7.2,9.3,2.4,1,2.9,2.1,4.4,13.9
325,Boban Marjanović\marjabo01,C,30,TOT,58,12,681,11.1,18,0.615,0.3,0.7,0.4,10.8,17.3,0.624,6.8,9.1,0.748,6,12.3,18.4,3.7,1.1,1.9,4.1,6.2,29.3
325,Boban Marjanović\marjabo01,C,30,LAC,36,9,376,10.7,17.6,0.607,0,0.3,0,10.7,17.3,0.616,9,11.9,0.758,6.9,12.2,19.1,2.8,1.4,2.1,4.6,7.2,30.4
325,Boban Marjanović\marjabo01,C,30,PHI,22,3,305,11.6,18.6,0.625,0.6,1.2,0.5,11,17.3,0.634,4,5.6,0.722,5,12.5,17.5,5,0.8,1.5,3.4,5.1,27.9
326,Lauri Markkanen\markkla01,PF,21,CHI,52,51,1682,9.9,22.9,0.43,3.5,9.6,0.361,6.4,13.3,0.479,4.9,5.6,0.872,2.1,11.4,13.6,2.2,1.1,1,2.5,3.5,28.1
327,Jarell Martin\martija01,PF,24,ORL,42,1,328,6.4,15.5,0.413,3,8.5,0.351,3.4,7,0.489,1.3,1.6,0.818,1.6,9.3,10.9,2.7,0.4,1.2,1.6,7.6,17.2
328,Frank Mason III\masonfr01,PG,24,SAC,38,0,435,7.6,18.1,0.42,1.5,6.8,0.219,6.1,11.2,0.543,4.2,6.1,0.684,0.6,4,4.6,9,1.7,0.4,3.9,3.6,20.9
329,Yante Maten\matenya01,PF,22,MIA,2,0,13,3.8,15,0.25,0,3.8,0,3.8,11.3,0.333,0,0,,3.8,7.5,11.3,0,3.8,0,0,0,7.5
330,Wesley Matthews\matthwe02,SF-SG,32,TOT,69,68,2091,6.5,16.2,0.4,3.5,9.4,0.372,3,6.9,0.437,3.1,3.8,0.81,0.7,3.2,4,3.7,1.3,0.4,2.1,3.7,19.5
330,Wesley Matthews\matthwe02,SF,32,DAL,44,44,1312,7.2,17.3,0.414,3.7,9.7,0.38,3.5,7.6,0.456,3.2,4.1,0.791,0.7,3,3.8,3.7,1.2,0.4,2.1,3.8,21.3
330,Wesley Matthews\matthwe02,SG,32,NYK,2,1,54,3.6,17,0.211,1.8,8.9,0.2,1.8,8,0.222,3.6,4.5,0.8,0.9,1.8,2.7,4.5,0.9,0.9,1.8,1.8,12.5
330,Wesley Matthews\matthwe02,SG,32,IND,23,23,725,5.5,14.2,0.386,3.2,8.8,0.369,2.2,5.4,0.413,2.8,3.2,0.854,0.7,3.6,4.4,3.7,1.3,0.3,2.1,3.8,16.9
331,Luc Mbah a Moute\mbahalu01,PF,32,LAC,4,0,61,6.2,13.9,0.444,1.5,4.6,0.333,4.6,9.3,0.5,1.5,3.9,0.4,1.5,3.9,5.4,1.5,0.8,0.8,1.5,6.2,15.5
332,Tahjere McCall\mccalta01,SG,24,BRK,1,0,8,11.9,17.8,0.667,0,5.9,0,11.9,11.9,1,0,5.9,0,0,5.9,5.9,0,0,0,0,11.9,23.8
333,Patrick McCaw\mccawpa01,SG,23,TOT,29,1,397,3.2,7.6,0.413,1.1,3.4,0.321,2.1,4.2,0.486,1.6,1.8,0.867,0.8,5,5.8,3.5,2.8,0.2,2.1,4.6,9
333,Patrick McCaw\mccawpa01,SG,23,CLE,3,0,53,1.9,8.4,0.222,0.9,3.7,0.25,0.9,4.7,0.2,0,0,,0,2.8,2.8,1.9,1.9,0,2.8,0.9,4.7
333,Patrick McCaw\mccawpa01,SG,23,TOR,26,1,344,3.3,7.5,0.444,1.1,3.3,0.333,2.2,4.2,0.533,1.8,2.1,0.867,1,5.3,6.3,3.8,2.9,0.3,2,5.2,9.6
334,CJ McCollum\mccolcj01,SG,27,POR,70,70,2375,11.6,25.3,0.459,3.4,9.1,0.375,8.2,16.3,0.506,3.2,3.9,0.828,1.3,4.5,5.8,4.2,1.1,0.6,2.2,3.5,29.9
335,T.J. McConnell\mccontj01,PG,26,PHI,76,3,1470,7.1,13.5,0.525,0.4,1.3,0.333,6.6,12.1,0.546,0.9,1.2,0.784,0.9,4.7,5.6,8.3,2.5,0.5,2.9,3.4,15.5
336,Doug McDermott\mcderdo01,SF,27,IND,77,1,1340,7.6,15.4,0.491,3.1,7.5,0.408,4.5,7.9,0.569,2.4,2.9,0.835,0.6,3.4,4,2.4,0.7,0.3,1.5,3.8,20.6
337,JaVale McGee\mcgeeja01,C,31,LAL,75,62,1671,11.1,17.9,0.624,0,0.3,0.083,11.1,17.5,0.634,2.7,4.2,0.632,5.4,10.3,15.8,1.4,1.3,4.1,3,5.8,25
338,Rodney McGruder\mcgruro01,SG,27,MIA,66,45,1550,5.9,14.5,0.403,2.5,7.1,0.351,3.4,7.4,0.453,1.6,2.3,0.722,1.9,5.6,7.5,3.5,1.1,0.4,2,3.6,15.9
339,Alfonzo McKinnie\mckinal01,SF,26,GSW,72,5,1003,6.4,13,0.487,2,5.6,0.356,4.4,7.4,0.586,1.3,2.3,0.563,3.8,7.9,11.7,1.5,0.9,0.7,1.4,6.4,16
340,Ben McLemore\mclembe01,SG,25,SAC,19,0,158,7.4,18.9,0.391,5,12.1,0.415,2.4,6.8,0.348,2.4,3.5,0.667,0.9,4.1,5,1.2,1.8,0.9,1.5,6.5,22.1
341,Jordan McRae\mcraejo01,SG,27,WAS,27,0,333,8.7,18.5,0.469,1.4,5,0.286,7.3,13.5,0.537,4,5,0.8,0.9,4.8,5.7,4.3,1.8,1,2.1,3.7,22.8
342,Jodie Meeks\meeksjo01,SG,31,TOR,8,0,104,9.7,18,0.538,3.7,8.3,0.444,6,9.7,0.619,0.5,0.5,1,0.5,5.1,5.5,3.7,0.5,0.5,0.9,2.3,23.5
343,Salah Mejri\mejrisa01,C,32,DAL,36,4,399,6.7,13.6,0.491,1.3,4.1,0.324,5.3,9.5,0.564,2.4,3.9,0.625,4.4,11.5,15.9,4.3,1.2,3.2,2.6,6.7,17.1
344,De'Anthony Melton\meltode01,PG,20,PHO,50,31,984,4.9,12.4,0.391,1.4,4.6,0.305,3.4,7.8,0.441,1,1.4,0.75,1.2,5.3,6.5,7.7,3.3,1.1,3.6,5.5,12.1
345,Chimezie Metu\metuch01,PF,21,SAS,29,0,145,6.4,19.5,0.328,0,0.7,0,6.4,18.9,0.339,4.4,5.7,0.765,3,9.1,12.1,4.4,2,0.7,5.1,4.7,17.2
346,Khris Middleton\middlkh01,SF,27,MIL,77,77,2393,9.8,22.3,0.441,3.5,9.2,0.378,6.4,13.1,0.485,4.2,5,0.837,1,8,9,6.4,1.6,0.1,3.4,3.3,27.3
347,C.J. Miles\milescj01,SF,31,TOT,53,1,856,6.3,17.6,0.36,3.8,11.5,0.33,2.6,6.1,0.417,2.7,3.3,0.828,0.7,4.6,5.4,2,1.5,0.9,1.7,4.5,19.2
347,C.J. Miles\milescj01,SF,31,TOR,40,1,562,6,17.6,0.34,3.7,11.7,0.314,2.3,5.9,0.391,3,3.8,0.795,1,4.8,5.8,1.9,1.5,0.9,1.8,5.3,18.6
347,C.J. Miles\milescj01,SF,31,MEM,13,0,294,7.1,17.7,0.4,4.1,11.2,0.364,3,6.6,0.462,2.2,2.4,0.929,0.2,4.4,4.6,2.4,1.4,0.8,1.5,2.9,20.5
348,Darius Miller\milleda01,SF,28,NOP,69,15,1757,5,12.8,0.39,3.5,9.6,0.365,1.5,3.2,0.467,1.5,1.9,0.789,0.4,3,3.4,3.9,1.1,0.6,1.6,4.4,15
349,Malcolm Miller\millema01,SF,25,TOR,10,0,67,7.9,18.6,0.423,7.2,15,0.476,0.7,3.6,0.2,2.1,2.9,0.75,0.7,2.9,3.6,0.7,0.7,0.7,0.7,3.6,25
350,Patty Mills\millspa02,PG,30,SAS,82,1,1908,7.2,17,0.425,4.1,10.3,0.394,3.1,6.6,0.475,2.3,2.6,0.854,0.6,4,4.7,6.3,1.3,0.3,2.4,3.3,20.8
351,Paul Millsap\millspa01,PF,33,DEN,70,65,1895,8.3,17.2,0.484,1.5,4.1,0.365,6.8,13.1,0.522,4.7,6.5,0.727,4,9.1,13.1,3.7,2.2,1.4,2.5,4.7,22.9
352,Shake Milton\miltosh01,SG,22,PHI,20,0,268,6,15.3,0.391,2.5,7.8,0.318,3.5,7.6,0.465,0.9,1.2,0.714,1.6,4.6,6.2,3.2,1.4,1.4,1.1,5.1,15.3
353,Nikola Mirotić\mirotni01,PF,27,TOT,46,25,1245,8.9,20.2,0.439,4.3,11.9,0.365,4.6,8.4,0.545,3.9,4.6,0.847,2.2,10.4,12.7,2.1,1.2,1.3,1.8,4,26
353,Nikola Mirotić\mirotni01,PF,27,NOP,32,22,925,9.1,20.5,0.447,4.3,11.6,0.368,4.9,8.8,0.551,4.3,5.1,0.842,2.3,11,13.3,1.8,1.1,1.3,1.9,4.3,26.8
353,Nikola Mirotić\mirotni01,PF,27,MIL,14,3,320,8.1,19.6,0.415,4.5,12.6,0.356,3.6,7,0.521,2.9,3.3,0.87,2,8.9,10.9,2.9,1.5,1.3,1.6,3,23.7
354,Donovan Mitchell\mitchdo01,SG,22,UTA,77,77,2598,12.2,28.2,0.432,3.5,9.6,0.362,8.7,18.6,0.468,5.9,7.3,0.806,1.1,4.7,5.8,5.9,2,0.6,4,3.8,33.7
355,Naz Mitrou-Long\mitrona01,SG,25,UTA,14,0,84,3.4,11.4,0.3,1.1,6.3,0.182,2.3,5.1,0.444,1.1,1.1,1,0.6,2.8,3.4,8.5,0.6,0.6,4.6,5.7,9.1
356,Malik Monk\monkma01,SG,20,CHO,73,0,1258,8.8,22.7,0.387,4.2,12.8,0.33,4.6,9.9,0.461,3.5,3.9,0.882,0.6,4.7,5.3,4.5,1.4,0.7,3.3,4.1,25.2
357,Greg Monroe\monrogr01,C,28,TOT,43,2,480,9.2,18.8,0.487,0.1,0.5,0.2,9.1,18.3,0.495,4.5,7.2,0.625,6.7,10.5,17.1,2.4,1.4,0.8,3.2,6.6,22.9
357,Greg Monroe\monrogr01,C,28,TOR,38,2,423,8.4,18.2,0.46,0,0.5,0,8.4,17.8,0.471,4,6.9,0.574,6.8,10.9,17.7,1.8,1.5,0.9,3.5,6.9,20.7
357,Greg Monroe\monrogr01,C,28,BOS,2,0,5,28.9,48.2,0.6,0,0,,28.9,48.2,0.6,0,0,,28.9,0,28.9,9.6,0,0,0,0,57.8
357,Greg Monroe\monrogr01,C,28,PHI,3,0,52,13.6,20.9,0.652,0.9,0.9,1,12.7,20,0.636,9.1,10,0.909,3.6,8.2,11.8,6.4,0.9,0,0.9,4.5,37.2
358,E'Twaun Moore\mooreet01,SG,29,NOP,53,36,1463,8.1,16.9,0.481,2.4,5.6,0.432,5.7,11.3,0.506,1.4,1.9,0.763,1.1,2.9,4,3.2,1.3,0.3,1.9,3.6,20.1
359,Eric Moreland\moreler01,PF,27,TOT,5,0,43,3.3,7.8,0.429,1.1,1.1,1,2.2,6.7,0.333,0,0,,4.5,17.8,22.3,4.5,1.1,1.1,5.6,10,7.8
359,Eric Moreland\moreler01,PF,27,PHO,1,0,5,0,0,,0,0,,0,0,,0,0,,0,28.6,28.6,0,0,0,0,9.5,0
359,Eric Moreland\moreler01,PF,27,TOR,4,0,38,3.8,8.8,0.429,1.3,1.3,1,2.5,7.6,0.333,0,0,,5,16.4,21.4,5,1.3,1.3,6.3,10.1,8.8
360,Jaylen Morris\morrija01,SG,23,MIL,4,0,29,6.4,16,0.4,1.6,4.8,0.333,4.8,11.2,0.429,1.6,3.2,0.5,0,8,8,6.4,3.2,0,1.6,1.6,16
361,Marcus Morris\morrima03,PF,29,BOS,75,53,2091,8.7,19.4,0.447,3.4,9,0.375,5.3,10.5,0.508,3.4,4,0.844,1.8,8.8,10.6,2.5,1,0.6,2.1,4.2,24.1
362,Markieff Morris\morrima02,PF,29,TOT,58,16,1270,7.6,18,0.421,2.5,7.5,0.335,5,10.4,0.484,2.6,3.4,0.772,2.3,7.6,9.8,2.9,1.3,0.8,2,6.5,20.3
362,Markieff Morris\morrima02,PF,29,WAS,34,15,883,7.7,17.6,0.436,2.6,7.7,0.333,5.1,9.9,0.516,3.1,3.9,0.781,2.2,7.1,9.3,3.2,1.3,1.1,2.5,6.3,21
362,Markieff Morris\morrima02,PF,29,OKC,24,1,387,7.4,18.8,0.391,2.4,7.1,0.339,4.9,11.7,0.423,1.7,2.3,0.737,2.4,8.6,11,2.3,1.3,0.2,0.8,7,18.8
363,Monte Morris\morrimo01,PG,23,DEN,82,6,1970,8.6,17.5,0.493,2.3,5.7,0.414,6.3,11.8,0.531,1.6,2,0.802,0.9,4,4.8,7.4,1.8,0.1,1.3,2.5,21.2
364,Donatas Motiejūnas\motiedo01,PF,28,SAS,3,0,13,11.3,22.5,0.5,0,0,,11.3,22.5,0.5,0,7.5,0,7.5,3.8,11.3,3.8,0,3.8,11.3,22.5,22.5
365,Johnathan Motley\motlejo01,PF,23,LAC,22,0,156,11.8,22.1,0.534,0,0.9,0,11.8,21.2,0.557,7.3,12.1,0.6,5.4,10,15.4,3.3,1.5,0.9,4.8,8.2,30.9
366,Emmanuel Mudiay\mudiaem01,PG,22,NYK,59,42,1607,9.9,22.2,0.446,2.1,6.3,0.329,7.8,15.9,0.492,4.3,5.6,0.774,1,4.9,5.9,6.8,1.3,0.6,4.2,3.1,26.2
367,Jamal Murray\murraja01,PG,21,DEN,75,74,2447,10.3,23.5,0.437,3.1,8.3,0.367,7.2,15.2,0.476,3.8,4.5,0.848,1.3,5.1,6.4,7.3,1.3,0.5,3.2,3.1,27.4
368,Džanan Musa\musadz01,SG,19,BRK,9,0,39,11,26.8,0.409,1.2,12.2,0.1,9.8,14.6,0.667,0,2.4,0,1.2,4.9,6.1,2.4,2.4,0,4.9,1.2,23.2
369,Mike Muscala\muscami01,PF,27,TOT,64,10,1306,5.2,13,0.402,3.2,9.2,0.348,2,3.8,0.533,2.5,3.1,0.824,2.1,6.7,8.8,2.7,0.8,1.4,1.7,4.7,16.2
369,Mike Muscala\muscami01,PF,27,PHI,47,6,1041,4.9,12.6,0.392,3.1,9,0.342,1.9,3.6,0.519,2.9,3.5,0.818,2.3,6.8,9.1,2.8,0.8,1.2,2,5.1,15.8
369,Mike Muscala\muscami01,PF,27,LAL,17,4,265,6.3,14.6,0.434,3.7,10,0.368,2.6,4.6,0.577,1.2,1.4,0.875,1.1,6.7,7.7,2.5,0.7,1.9,0.9,3.2,17.6
370,Sviatoslav Mykhailiuk\mykhasv01,SF,21,TOT,42,0,440,4.9,14.8,0.329,3.1,9.4,0.326,1.8,5.4,0.333,1.3,2.1,0.6,1,2.9,3.8,3.9,1.5,0.1,2.2,2.7,14.1
370,Sviatoslav Mykhailiuk\mykhasv01,SF,21,LAL,39,0,420,4.9,14.6,0.333,3,9.4,0.318,1.9,5.2,0.362,1.3,2.2,0.6,0.9,2.9,3.8,3.7,1.4,0.1,2.2,2.8,14.1
370,Sviatoslav Mykhailiuk\mykhasv01,SF,21,DET,3,0,20,4.9,19.7,0.25,4.9,9.9,0.5,0,9.9,0,0,0,,2.5,2.5,4.9,9.9,2.5,0,2.5,0,14.8
371,Abdel Nader\naderab01,SF,25,OKC,61,1,694,6.1,14.5,0.423,2.2,6.7,0.32,4,7.7,0.513,1.8,2.4,0.75,0.9,6.9,7.8,1.3,1.3,0.8,1.7,4.6,16.2
372,Larry Nance Jr.\nancela02,C,26,CLE,67,30,1795,6.9,13.3,0.52,0.9,2.7,0.337,6,10.5,0.567,2.7,3.7,0.716,4.6,10.6,15.3,5.9,2.8,1.1,2.7,5.3,17.3
373,Shabazz Napier\napiesh01,PG,27,BRK,56,2,983,8.2,21.1,0.389,3.7,11,0.333,4.5,10,0.449,5.6,6.7,0.833,0.9,4,4.8,6.9,2,0.8,3.2,3.2,25.6
374,Raul Neto\netora01,PG,26,UTA,37,1,474,7.5,16.3,0.46,2,6.1,0.333,5.5,10.2,0.535,2.8,3.3,0.848,0.6,5.7,6.3,9.4,1.4,0.4,3.5,4.9,19.8
375,Georges Niang\niangge01,PF,25,UTA,59,0,516,8,16.8,0.475,4,9.7,0.41,4,7,0.566,1.9,2.2,0.833,1,7,8.1,3.2,0.9,0.6,2.1,5.3,21.8
